Timestamp,Class,Entry,Exit,Distance_m,Speed_kmh
12-10-2017 10:44,car,SOUTH,EAST,21.5,89.9
12-10-2017 10:47,car,NORTH,EAST,21.5,83.6
12-10-2017 05:32,truck,WEST,SOUTH,21.5,52.4
12-10-2017 16:49,car,WEST,EAST,21.5,73.4
12-10-2017 05:21,car,EAST,NORTH,21.5,90.3
12-10-2017 19:07,bus,SOUTH,WEST,21.5,38.5
12-10-2017 02:32,car,EAST,SOUTH,21.5,93.7
12-10-2017 02:08,car,SOUTH,NORTH,21.5,74.7
12-10-2017 18:56,car,NORTH,WEST,21.5,74.3
12-10-2017 09:55,car,EAST,SOUTH,21.5,61.7
12-10-2017 09:03,car,NORTH,SOUTH,21.5,79.6
12-10-2017 05:01,car,NORTH,EAST,21.5,82.3
12-10-2017 07:41,bus,SOUTH,EAST,21.5,38.3
12-10-2017 21:51,car,WEST,NORTH,21.5,93.2
12-10-2017 02:19,car,WEST,EAST,21.5,67.3
12-10-2017 00:46,car,SOUTH,NORTH,21.5,81.7
12-10-2017 05:10,car,WEST,NORTH,21.5,48.1
12-10-2017 07:25,truck,WEST,SOUTH,21.5,35.4
12-10-2017 00:34,truck,NORTH,WEST,21.5,65.5
12-10-2017 14:57,truck,EAST,WEST,21.5,26.1
12-10-2017 17:16,car,NORTH,SOUTH,21.5,67.1
12-10-2017 04:12,car,SOUTH,WEST,21.5,77.6
12-10-2017 19:14,car,EAST,WEST,21.5,75.7
12-10-2017 07:20,car,EAST,SOUTH,21.5,76.9
12-10-2017 09:32,car,SOUTH,NORTH,21.5,74.0
12-10-2017 20:58,car,SOUTH,EAST,21.5,86.2
12-10-2017 03:55,car,EAST,SOUTH,21.5,84.2
12-10-2017 06:44,car,EAST,SOUTH,21.5,71.3
12-10-2017 12:31,car,EAST,NORTH,21.5,88.6
12-10-2017 21:53,car,EAST,SOUTH,21.5,82.9
12-10-2017 13:20,car,EAST,SOUTH,21.5,74.8
12-10-2017 05:24,car,WEST,NORTH,21.5,48.9
12-10-2017 12:31,car,NORTH,EAST,21.5,56.0
12-10-2017 16:19,car,EAST,SOUTH,21.5,63.8
12-10-2017 20:06,car,NORTH,EAST,21.5,75.5
12-10-2017 05:06,car,WEST,NORTH,21.5,82.8
12-10-2017 17:15,car,NORTH,SOUTH,21.5,65.4
12-10-2017 22:05,bus,SOUTH,WEST,21.5,47.5
12-10-2017 23:15,car,WEST,EAST,21.5,91.6
12-10-2017 20:00,car,NORTH,SOUTH,21.5,94.8
12-10-2017 19:46,car,WEST,NORTH,21.5,63.9
12-10-2017 20:40,car,EAST,SOUTH,21.5,70.7
12-10-2017 15:58,car,EAST,SOUTH,21.5,63.0
12-10-2017 22:23,car,WEST,NORTH,21.5,82.9
12-10-2017 06:51,car,SOUTH,WEST,21.5,75.1
12-10-2017 06:06,car,EAST,NORTH,21.5,82.2
12-10-2017 17:15,car,WEST,SOUTH,21.5,74.6
12-10-2017 01:54,car,SOUTH,WEST,21.5,63.8
12-10-2017 04:01,car,NORTH,SOUTH,21.5,86.5
12-10-2017 20:48,car,SOUTH,WEST,21.5,46.1
12-10-2017 10:09,car,SOUTH,WEST,21.5,79.4
12-10-2017 04:26,car,EAST,WEST,21.5,67.9
12-10-2017 21:53,car,SOUTH,EAST,21.5,93.7
12-10-2017 14:07,car,SOUTH,WEST,21.5,47.6
12-10-2017 07:35,car,SOUTH,WEST,21.5,66.8
12-10-2017 20:28,car,EAST,NORTH,21.5,72.5
12-10-2017 03:43,car,EAST,WEST,21.5,85.7
12-10-2017 19:45,car,WEST,SOUTH,21.5,51.0
12-10-2017 22:48,car,EAST,NORTH,21.5,58.8
12-10-2017 22:47,car,EAST,NORTH,21.5,56.7
12-10-2017 23:48,truck,NORTH,EAST,21.5,42.4
12-10-2017 18:46,truck,WEST,EAST,21.5,30.4
12-10-2017 13:44,car,SOUTH,EAST,21.5,62.3
12-10-2017 12:18,car,NORTH,SOUTH,21.5,70.3
12-10-2017 18:35,car,NORTH,SOUTH,21.5,48.3
12-10-2017 14:34,truck,EAST,WEST,21.5,55.2
12-10-2017 16:33,car,EAST,SOUTH,21.5,60.8
12-10-2017 22:06,car,WEST,NORTH,21.5,70.9
12-10-2017 22:49,car,WEST,EAST,21.5,45.6
12-10-2017 07:05,car,NORTH,EAST,21.5,94.2
12-10-2017 10:17,car,WEST,SOUTH,21.5,93.3
12-10-2017 04:12,car,SOUTH,EAST,21.5,52.3
12-10-2017 13:53,car,WEST,SOUTH,21.5,77.9
12-10-2017 00:40,car,EAST,SOUTH,21.5,88.3
