Timestamp,Class,Entry,Exit,Distance_m,Speed_kmh
18-09-2017 23:43,car,NORTH,WEST,21.5,60.3
18-09-2017 07:05,car,SOUTH,WEST,21.5,68.9
18-09-2017 01:47,car,WEST,SOUTH,21.5,85.7
18-09-2017 10:40,car,EAST,NORTH,21.5,62.4
18-09-2017 17:27,car,NORTH,EAST,21.5,69.6
18-09-2017 23:06,car,NORTH,WEST,21.5,54.7
18-09-2017 05:27,car,WEST,SOUTH,21.5,76.8
18-09-2017 03:27,car,NORTH,SOUTH,21.5,71.2
18-09-2017 18:51,car,NORTH,SOUTH,21.5,52.9
18-09-2017 15:20,car,EAST,NORTH,21.5,84.3
18-09-2017 11:07,car,WEST,SOUTH,21.5,58.6
18-09-2017 08:10,car,NORTH,SOUTH,21.5,89.3
18-09-2017 04:54,car,EAST,WEST,21.5,71.0
18-09-2017 10:24,car,EAST,NORTH,21.5,54.4
18-09-2017 00:57,car,NORTH,EAST,21.5,62.9
18-09-2017 15:00,bus,NORTH,SOUTH,21.5,31.9
18-09-2017 01:09,car,SOUTH,EAST,21.5,87.1
18-09-2017 21:55,car,NORTH,EAST,21.5,61.9
18-09-2017 19:31,car,WEST,SOUTH,21.5,73.9
18-09-2017 14:48,car,EAST,SOUTH,21.5,61.4
18-09-2017 11:24,car,NORTH,WEST,21.5,46.9
18-09-2017 01:50,car,WEST,NORTH,21.5,70.1
18-09-2017 18:43,car,WEST,NORTH,21.5,79.6
18-09-2017 14:23,truck,WEST,SOUTH,21.5,57.8
18-09-2017 21:32,car,WEST,SOUTH,21.5,90.1
18-09-2017 23:57,car,NORTH,EAST,21.5,94.9
18-09-2017 06:34,car,WEST,NORTH,21.5,53.7
18-09-2017 11:04,car,WEST,NORTH,21.5,69.7
18-09-2017 09:07,car,WEST,NORTH,21.5,59.6
18-09-2017 07:48,car,SOUTH,NORTH,21.5,80.4
18-09-2017 10:14,car,SOUTH,NORTH,21.5,49.6
18-09-2017 11:14,car,EAST,SOUTH,21.5,77.8
18-09-2017 15:44,car,NORTH,WEST,21.5,81.0
18-09-2017 08:47,truck,SOUTH,WEST,21.5,68.8
18-09-2017 09:00,truck,EAST,WEST,21.5,37.9
18-09-2017 14:05,car,WEST,EAST,21.5,92.5
18-09-2017 14:24,car,WEST,EAST,21.5,75.3
18-09-2017 03:49,car,EAST,WEST,21.5,73.8
18-09-2017 01:36,car,SOUTH,WEST,21.5,71.8
18-09-2017 22:08,bus,WEST,EAST,21.5,41.9
18-09-2017 03:43,car,NORTH,SOUTH,21.5,83.4
18-09-2017 02:19,car,NORTH,EAST,21.5,54.4
18-09-2017 22:47,car,NORTH,SOUTH,21.5,91.7
18-09-2017 07:03,car,EAST,WEST,21.5,59.4
18-09-2017 06:34,car,WEST,EAST,21.5,65.3
18-09-2017 10:23,car,EAST,SOUTH,21.5,86.4
18-09-2017 17:38,car,WEST,EAST,21.5,59.5
18-09-2017 08:34,car,EAST,SOUTH,21.5,55.8
18-09-2017 15:42,car,SOUTH,WEST,21.5,69.5
18-09-2017 03:13,car,NORTH,WEST,21.5,75.0
18-09-2017 20:12,car,NORTH,WEST,21.5,86.6
18-09-2017 02:18,car,NORTH,EAST,21.5,88.1
18-09-2017 13:42,car,SOUTH,EAST,21.5,89.8
18-09-2017 11:12,car,NORTH,WEST,21.5,55.9
18-09-2017 19:09,car,NORTH,SOUTH,21.5,67.0
18-09-2017 16:57,car,NORTH,SOUTH,21.5,70.0
18-09-2017 23:06,car,NORTH,WEST,21.5,51.7
18-09-2017 19:57,car,NORTH,EAST,21.5,81.0
18-09-2017 06:42,bus,EAST,SOUTH,21.5,43.3
18-09-2017 14:15,car,EAST,NORTH,21.5,71.5
18-09-2017 13:19,car,WEST,SOUTH,21.5,75.4
18-09-2017 23:11,car,EAST,WEST,21.5,79.0
18-09-2017 12:01,car,SOUTH,NORTH,21.5,71.4
18-09-2017 00:42,bus,NORTH,SOUTH,21.5,48.0
18-09-2017 14:22,car,NORTH,SOUTH,21.5,63.9
18-09-2017 02:10,car,SOUTH,NORTH,21.5,86.3
18-09-2017 02:28,truck,EAST,SOUTH,21.5,33.4
18-09-2017 13:54,car,EAST,NORTH,21.5,66.6
18-09-2017 12:02,car,SOUTH,NORTH,21.5,76.8
18-09-2017 04:15,car,WEST,EAST,21.5,67.8
