Timestamp,Class,Entry,Exit,Distance_m,Speed_kmh
25-10-2017 21:27,car,NORTH,EAST,21.5,89.0
25-10-2017 18:37,car,WEST,NORTH,21.5,92.2
25-10-2017 14:39,car,SOUTH,WEST,21.5,67.9
25-10-2017 13:43,car,EAST,NORTH,21.5,60.4
25-10-2017 14:31,car,WEST,NORTH,21.5,88.0
25-10-2017 05:46,car,EAST,NORTH,21.5,68.1
25-10-2017 21:20,car,EAST,NORTH,21.5,52.6
25-10-2017 02:14,car,NORTH,EAST,21.5,52.7
25-10-2017 12:14,car,WEST,SOUTH,21.5,78.2
25-10-2017 16:35,car,EAST,SOUTH,21.5,66.1
25-10-2017 21:30,car,EAST,SOUTH,21.5,93.1
25-10-2017 08:59,car,NORTH,EAST,21.5,86.4
25-10-2017 17:36,car,SOUTH,NORTH,21.5,66.6
25-10-2017 02:45,car,EAST,NORTH,21.5,87.0
25-10-2017 07:44,car,EAST,SOUTH,21.5,58.9
25-10-2017 02:51,truck,WEST,SOUTH,21.5,42.6
25-10-2017 22:49,car,SOUTH,WEST,21.5,89.7
25-10-2017 14:45,car,NORTH,SOUTH,21.5,49.2
25-10-2017 10:09,car,SOUTH,NORTH,21.5,50.2
25-10-2017 23:27,truck,NORTH,SOUTH,21.5,36.4
25-10-2017 08:50,car,NORTH,EAST,21.5,45.4
25-10-2017 04:03,car,WEST,NORTH,21.5,48.4
25-10-2017 23:01,car,SOUTH,NORTH,21.5,53.9
25-10-2017 20:17,car,SOUTH,EAST,21.5,51.6
25-10-2017 13:57,car,NORTH,EAST,21.5,48.2
25-10-2017 10:45,car,WEST,NORTH,21.5,45.8
25-10-2017 04:17,car,SOUTH,EAST,21.5,57.1
25-10-2017 13:04,car,NORTH,EAST,21.5,64.6
25-10-2017 00:23,car,WEST,SOUTH,21.5,59.2
25-10-2017 22:54,car,NORTH,EAST,21.5,88.8
25-10-2017 00:07,car,SOUTH,EAST,21.5,70.3
25-10-2017 07:02,car,WEST,EAST,21.5,83.0
25-10-2017 15:31,car,EAST,WEST,21.5,69.0
25-10-2017 23:47,car,NORTH,EAST,21.5,51.2
25-10-2017 01:01,car,WEST,NORTH,21.5,55.2
25-10-2017 16:42,bus,SOUTH,NORTH,21.5,21.6
25-10-2017 20:54,car,SOUTH,EAST,21.5,55.5
25-10-2017 19:59,car,EAST,WEST,21.5,65.5
25-10-2017 06:35,car,NORTH,SOUTH,21.5,90.8
25-10-2017 10:36,car,NORTH,SOUTH,21.5,45.1
25-10-2017 19:15,car,SOUTH,WEST,21.5,68.9
25-10-2017 08:19,car,EAST,WEST,21.5,83.8
25-10-2017 16:23,truck,SOUTH,EAST,21.5,43.4
25-10-2017 18:26,bus,WEST,NORTH,21.5,41.1
25-10-2017 19:15,car,WEST,NORTH,21.5,77.4
25-10-2017 04:43,car,NORTH,SOUTH,21.5,47.5
25-10-2017 09:08,car,WEST,EAST,21.5,93.7
25-10-2017 15:40,car,WEST,EAST,21.5,82.9
25-10-2017 02:48,car,WEST,EAST,21.5,92.6
25-10-2017 03:50,car,EAST,SOUTH,21.5,86.8
25-10-2017 12:33,car,SOUTH,NORTH,21.5,70.7
25-10-2017 06:33,car,WEST,EAST,21.5,58.5
25-10-2017 21:41,car,SOUTH,WEST,21.5,85.6
25-10-2017 12:06,truck,SOUTH,NORTH,21.5,56.4
25-10-2017 17:03,bus,SOUTH,EAST,21.5,42.2
25-10-2017 11:23,bus,WEST,SOUTH,21.5,40.1
25-10-2017 12:57,car,WEST,EAST,21.5,53.7
25-10-2017 03:31,truck,SOUTH,EAST,21.5,58.8
25-10-2017 05:02,car,EAST,NORTH,21.5,62.3
25-10-2017 16:18,truck,EAST,WEST,21.5,40.4
25-10-2017 10:37,car,NORTH,SOUTH,21.5,58.3
25-10-2017 21:04,car,NORTH,WEST,21.5,69.5
25-10-2017 09:32,car,SOUTH,NORTH,21.5,72.8
25-10-2017 13:23,car,WEST,SOUTH,21.5,73.4
25-10-2017 14:24,car,NORTH,SOUTH,21.5,46.7
25-10-2017 04:00,car,WEST,EAST,21.5,93.5
25-10-2017 04:09,bus,EAST,NORTH,21.5,35.8
25-10-2017 04:33,car,NORTH,SOUTH,21.5,59.9
25-10-2017 01:00,car,EAST,NORTH,21.5,53.8
25-10-2017 00:20,car,EAST,SOUTH,21.5,47.7
25-10-2017 21:09,car,SOUTH,NORTH,21.5,60.6
25-10-2017 09:40,truck,WEST,EAST,21.5,49.1
25-10-2017 18:10,car,NORTH,SOUTH,21.5,78.0
25-10-2017 02:37,car,EAST,SOUTH,21.5,80.3
25-10-2017 00:48,bus,NORTH,EAST,21.5,25.2
25-10-2017 03:28,car,EAST,SOUTH,21.5,66.7
25-10-2017 06:48,car,WEST,EAST,21.5,62.3
25-10-2017 10:56,car,NORTH,SOUTH,21.5,75.6
25-10-2017 18:32,car,EAST,SOUTH,21.5,85.2
25-10-2017 19:31,car,WEST,EAST,21.5,49.0
25-10-2017 22:32,car,EAST,NORTH,21.5,75.0
25-10-2017 10:04,car,SOUTH,NORTH,21.5,81.7
25-10-2017 08:34,car,EAST,WEST,21.5,49.3
25-10-2017 21:13,car,NORTH,SOUTH,21.5,65.9
25-10-2017 12:45,car,SOUTH,EAST,21.5,81.9
25-10-2017 05:24,truck,WEST,SOUTH,21.5,68.6
25-10-2017 19:18,car,SOUTH,WEST,21.5,67.8
25-10-2017 21:51,car,WEST,EAST,21.5,72.3
25-10-2017 08:21,bus,NORTH,WEST,21.5,31.6
25-10-2017 07:51,car,WEST,SOUTH,21.5,74.4
25-10-2017 23:19,car,WEST,NORTH,21.5,73.2
25-10-2017 20:05,car,WEST,SOUTH,21.5,56.5
25-10-2017 04:48,car,NORTH,SOUTH,21.5,73.6
25-10-2017 16:51,car,EAST,NORTH,21.5,73.5
25-10-2017 03:19,car,EAST,NORTH,21.5,61.4
25-10-2017 21:35,car,WEST,EAST,21.5,56.3
25-10-2017 10:06,car,NORTH,SOUTH,21.5,60.5
25-10-2017 03:15,car,WEST,NORTH,21.5,77.4
25-10-2017 05:30,car,NORTH,SOUTH,21.5,88.0
25-10-2017 07:05,car,EAST,NORTH,21.5,82.8
25-10-2017 04:09,car,SOUTH,EAST,21.5,60.8
25-10-2017 06:36,car,NORTH,WEST,21.5,56.1
25-10-2017 03:27,car,NORTH,EAST,21.5,49.5
25-10-2017 15:02,car,NORTH,WEST,21.5,78.0
25-10-2017 11:35,car,EAST,SOUTH,21.5,47.0
25-10-2017 04:45,bus,NORTH,EAST,21.5,25.7
25-10-2017 07:50,car,EAST,NORTH,21.5,61.9
25-10-2017 15:19,car,WEST,NORTH,21.5,60.6
25-10-2017 18:03,car,NORTH,SOUTH,21.5,60.9
25-10-2017 00:58,truck,EAST,WEST,21.5,64.0
25-10-2017 22:26,car,SOUTH,WEST,21.5,86.8
25-10-2017 11:53,car,EAST,SOUTH,21.5,94.2
25-10-2017 10:46,car,WEST,EAST,21.5,71.5
25-10-2017 11:36,car,WEST,NORTH,21.5,54.3
25-10-2017 21:05,car,WEST,EAST,21.5,62.3
25-10-2017 21:13,car,WEST,SOUTH,21.5,45.8
25-10-2017 10:54,car,WEST,SOUTH,21.5,69.5
25-10-2017 20:03,car,NORTH,SOUTH,21.5,75.8
25-10-2017 17:20,car,NORTH,WEST,21.5,83.0
25-10-2017 17:02,truck,SOUTH,EAST,21.5,42.6
25-10-2017 06:38,car,SOUTH,EAST,21.5,70.8
25-10-2017 10:19,car,EAST,SOUTH,21.5,76.9
25-10-2017 20:55,truck,WEST,NORTH,21.5,42.5
25-10-2017 14:43,car,EAST,NORTH,21.5,68.3
25-10-2017 21:12,car,WEST,EAST,21.5,94.2
25-10-2017 10:23,car,NORTH,EAST,21.5,84.4
25-10-2017 06:11,car,SOUTH,NORTH,21.5,91.0
25-10-2017 18:14,car,NORTH,WEST,21.5,63.7
25-10-2017 14:29,car,WEST,SOUTH,21.5,63.0
25-10-2017 16:37,car,EAST,WEST,21.5,91.5
25-10-2017 12:52,car,NORTH,SOUTH,21.5,65.6
25-10-2017 13:17,car,SOUTH,EAST,21.5,86.1
25-10-2017 02:41,car,WEST,EAST,21.5,80.3
25-10-2017 08:43,truck,WEST,SOUTH,21.5,66.0
25-10-2017 08:14,bus,NORTH,EAST,21.5,28.9
25-10-2017 16:24,car,NORTH,EAST,21.5,57.5
25-10-2017 21:19,car,WEST,SOUTH,21.5,85.7
25-10-2017 18:37,car,NORTH,SOUTH,21.5,68.9
25-10-2017 02:35,car,SOUTH,WEST,21.5,50.1
25-10-2017 13:19,truck,SOUTH,WEST,21.5,68.4
25-10-2017 06:50,car,EAST,SOUTH,21.5,88.1
25-10-2017 13:19,car,EAST,NORTH,21.5,80.6
25-10-2017 17:01,truck,WEST,NORTH,21.5,52.9
25-10-2017 12:41,car,NORTH,EAST,21.5,56.8
25-10-2017 05:29,car,EAST,WEST,21.5,55.9
25-10-2017 18:03,car,SOUTH,WEST,21.5,87.7
25-10-2017 02:38,car,NORTH,EAST,21.5,93.5
25-10-2017 18:41,car,SOUTH,EAST,21.5,66.7
25-10-2017 09:00,car,EAST,WEST,21.5,93.2
25-10-2017 09:39,car,WEST,NORTH,21.5,87.0
25-10-2017 03:01,car,SOUTH,NORTH,21.5,68.9
25-10-2017 12:19,car,WEST,EAST,21.5,48.6
25-10-2017 00:48,truck,SOUTH,EAST,21.5,67.0
25-10-2017 12:56,car,EAST,SOUTH,21.5,54.6
25-10-2017 13:46,car,EAST,SOUTH,21.5,83.4
25-10-2017 14:03,car,EAST,WEST,21.5,53.6
25-10-2017 07:37,truck,WEST,SOUTH,21.5,52.3
25-10-2017 20:09,car,NORTH,WEST,21.5,54.5
25-10-2017 06:30,car,SOUTH,NORTH,21.5,94.3
25-10-2017 08:16,bus,SOUTH,NORTH,21.5,46.7
25-10-2017 20:57,car,SOUTH,WEST,21.5,80.3
25-10-2017 16:57,car,NORTH,EAST,21.5,50.1
25-10-2017 10:33,car,SOUTH,WEST,21.5,83.0
25-10-2017 05:54,car,NORTH,EAST,21.5,54.9
25-10-2017 04:31,car,NORTH,EAST,21.5,80.0
25-10-2017 08:29,car,SOUTH,NORTH,21.5,46.4
25-10-2017 16:30,car,WEST,SOUTH,21.5,90.3
25-10-2017 06:22,car,WEST,SOUTH,21.5,48.4
25-10-2017 05:15,car,NORTH,WEST,21.5,71.4
25-10-2017 01:51,car,EAST,NORTH,21.5,83.7
25-10-2017 01:08,car,NORTH,WEST,21.5,77.9
25-10-2017 04:18,car,SOUTH,EAST,21.5,59.1
25-10-2017 19:41,car,EAST,WEST,21.5,79.5
25-10-2017 12:13,car,NORTH,SOUTH,21.5,59.2
25-10-2017 11:58,car,SOUTH,WEST,21.5,75.7
25-10-2017 04:32,car,SOUTH,WEST,21.5,66.9
25-10-2017 09:26,car,NORTH,SOUTH,21.5,93.6
25-10-2017 06:16,car,NORTH,WEST,21.5,50.4
25-10-2017 02:23,car,WEST,NORTH,21.5,52.6
25-10-2017 15:19,car,NORTH,WEST,21.5,64.7
25-10-2017 11:36,car,NORTH,EAST,21.5,52.7
25-10-2017 08:24,car,NORTH,EAST,21.5,56.5
25-10-2017 19:29,car,WEST,NORTH,21.5,69.8
25-10-2017 08:27,car,SOUTH,EAST,21.5,81.6
25-10-2017 22:19,car,SOUTH,NORTH,21.5,74.3
25-10-2017 00:34,car,EAST,SOUTH,21.5,67.6
25-10-2017 12:34,car,WEST,SOUTH,21.5,81.0
25-10-2017 16:16,car,SOUTH,NORTH,21.5,61.6
25-10-2017 23:27,car,EAST,NORTH,21.5,86.3
25-10-2017 22:07,car,SOUTH,NORTH,21.5,81.3
25-10-2017 19:52,car,WEST,EAST,21.5,69.0
25-10-2017 13:00,car,SOUTH,WEST,21.5,87.7
25-10-2017 06:33,car,WEST,SOUTH,21.5,88.8
25-10-2017 11:24,car,SOUTH,NORTH,21.5,60.2
25-10-2017 14:23,car,NORTH,SOUTH,21.5,75.4
25-10-2017 16:28,car,WEST,NORTH,21.5,81.6
25-10-2017 22:17,car,WEST,SOUTH,21.5,88.4
